id,date,activity,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,call,circumplex.arousal,circumplex.valence,mood,screen,sms
AS14.23,2014-04-14,0.2996068252948132,9.591543478260869,20.896807909604522,5.753666666666667,,101.04394444444443,,12.27255254120879,12.472999999999999,34.6228,5.016,,,1.0,0.2916666666666667,1.0666666666666667,7.333333333333333,26.504855410162236,
AS14.23,2014-04-15,0.31928706797305756,9.231708333333334,18.08372972972973,43.211,,50.2385,17.67833333333333,14.381461538461538,11.039,39.0475,28.47961166666667,,,1.0,0.0,1.0,7.25,24.699279987017306,
AS14.23,2014-04-16,0.3784666077105747,7.118410714285715,21.539045801526715,19.07239444444444,,79.70466666666665,12.612875,11.050461538461537,40.59184615384616,52.08833333333334,30.67148666666667,,,1.0,0.0,1.0,7.4,30.386810980192045,
AS14.23,2014-04-17,0.47978040935396804,10.739268292682928,24.583128205128208,20.061799999999998,,59.45666666666668,13.620687499999999,16.066357142857143,84.255,31.186,31.163600000000002,,,1.0,1.0,1.4,7.4,35.76719774095352,
AS14.23,2014-04-18,0.38146043771043775,9.566375,15.306195488721805,20.7285,,56.31646666666667,,13.095923076923079,27.482,6.017,19.99425,,,1.0,0.4,1.0,7.6,26.58301482024017,
AS14.23,2014-04-19,0.34415584415584416,7.2478750000000005,14.67105,5.035,,66.818,,9.571857142857143,34.22709241452991,32.84816666666667,48.51624999999999,8.0295,,1.0,0.0,1.0,7.75,18.855065932640667,
AS14.23,2014-04-20,0.5494297847746124,9.224440860215054,16.93142148760331,16.474071428571428,,25.3645,,16.79509090909091,24.936708333333332,21.079333333333334,42.227,7.056,,1.0,0.5,1.0,7.75,27.59486441423664,
AS14.23,2014-04-21,0.4115224636722278,8.704083333333335,19.99190338164251,12.488666666666667,,47.75179166666667,,17.037909090909093,10.827499999999999,30.857333333333337,8.454,5.946944444444444,,1.0,-0.4,1.0,7.2,27.934358692687482,
AS14.23,2014-04-22,0.39461855664270173,7.759849462365591,27.357659999999996,24.675428571428572,,47.75179166666667,21.477714285714285,12.866454545454546,17.2695,42.101333333333336,3.592,2.7553333333333327,,1.0,0.2,0.4,6.2,41.05477115052256,
AS14.23,2014-04-23,0.2371930137596862,9.141987804878049,30.791099999999997,24.891571428571428,,95.81666666666666,11.547625000000002,12.879999999999999,25.788634722222223,5.013,21.976625,5.110611111111111,,1.0,0.0,1.0,7.0,39.06675373262435,
AS14.23,2014-04-24,0.4980656877942016,8.924233333333332,30.34417355371901,15.710833333333333,,3.008,17.25853846153846,15.524625,45.879599999999996,70.298,32.74666666666667,6.122277777777778,,1.0,0.0,1.0,7.4,44.9281582849489,1.0
AS14.23,2014-04-25,0.382158008243327,11.163371134020617,22.57648,19.71,,34.764916666666664,15.501222222222218,13.647285714285715,45.57875,35.96947222222223,35.5525,5.5205,,1.0,-0.2,1.2,7.8,30.5743827201702,1.0
AS14.23,2014-04-26,0.4048643023643024,8.145673076923076,24.418271523178813,21.839222222222222,,1.01,4.013,15.563500000000001,10.23975,24.511000000000003,31.579,8.9035,,1.0,-0.5,1.0,7.5,34.108811702047085,1.0
